0,1,2,3,4,5
,MICS4 MDG,,,,
Topic,Indicator Indicator Indicator Number Number,,Value,,
CHILD MORTALITY,,,,,
Child mortality,1.1 4.1 Under-five mortality rate,104,per thousand,,
,1.2 4.2 Infant mortality rate,79,per thousand,,
,1.3 Neonatal mortality rate,19,per thousand,,
,1.4 Post-neonatal mortality rate,60,per thousand,,
,1.5 Child mortality rate,27,per thousand,,
NUTRITION,,,,,
Nutritional status,1.8 Underweight prevalence,,,,
,2.1a Moderate and Severe (- 2 SD),,,,
,b Severe (- 3 SD),,,,
,a Moderate and Severe (- 2 SD),,,,
,Stunting prevalence,,,,
,b Severe (- 3 SD),,,,
,a Moderate and Severe (- 2 SD),,,,
,Wasting prevalence,,,,
,2.3b Severe (- 3 SD),,,,
,5.8,percent,,,
,1.0,percent,,,
,,,,,
,30.9,percent,,,
,10.0,percent,,,
,,,,,
,0.8,percent,,,
,0.4,percent,,,
Breastfeeding,2.4 Children ever breastfed,90.9,percent,,
and infant,2.5 Early initiation of breastfeeding,54.5,percent,,
feeding,2.6 Exclusive breastfeeding under 6 months,44.1,percent,,
,2.7 Continued breastfeeding at 1 year,60.0,percent,,
,2.8 Continued breastfeeding at 2 years,10.7,percent,,
,2.9 Predominant breastfeeding under 6 months,59.2,percent,,
,2.10 Duration of breastfeeding,13.8,months,,
,2.11 Bottle feeding,29.8,percent,,
,"2.12 Introduction of solid, semi-solid or soft foods",66.3,percent,,
,2.13 Minimum meal frequency,55.4,percent,,
,2.14 Age-appropriate breastfeeding,40.3,percent,,
,2.15 Milk feeding frequency for non-breastfed children,39.0,percent,,
Salt iodization,2.16 Iodized salt consumption,51.6,percent,,
Vitamin A,2.17 Vitamin A supplementation (children under age 5),68.0,percent,,
Low birth weight,2.18 Low birth weight infants,8.7,percent,,
,2.19 Infants weighed at birth,91.3,percent,,
CHILD HEALTH,,,,,
Vaccinations,3.1 Tuberculosis immunization coverage,98.2,percent,,
,3.2 Polio immunization coverage,85.0,percent,,
,"3.3 Immunization coverage for diphtheria, pertussis and tetanus (DPT)",90.6,percent,,
,3.4 4.3 Measles immunization coverage,97.8,percent,,
,3.5 Hepatitis B immunization coverage,90.6,percent,,
,MICS4 MDG,,,,
Topic,Indicator Indicator Indicator Number Number,,Value,,
Tetanus toxoid,3.7 Neonatal tetanus protection,79.0,percent,,
Care of illness,Oral rehydration therapy with continued feeding,48.1,percent percent percent,,
,Care seeking for suspected pneumonia,57.6,,,
,Antibiotic treatment of suspected pneumonia,60.5,,,
Solid fuel use,3.11 Solid fuels,69.5,percent,,
Malaria,3.12 Household availability of insecticide-treated nets (ITNs),9.9,percent,,
,3.13 Households protected by a vector control method,16.2,percent,,
,3.14 Children under age 5 sleeping under any mosquito net,1.7,percent,,
,3.15 6.7 Children under age 5 sleeping under insecticide-treated nets (ITNs),1.5,percent,,
,3.16 Malaria diagnostics usage,13.6,percent,,
,3.17 Antimalarial treatment of children under 5 the same or next day,1.0,percent,,
,3.18 6.8 Antimalarial treatment of children under age 5,1.7,percent,,
,3.19 Pregnant women sleeping under insecticide-treated nets (ITNs),1.7,percent,,
,3.20 Intermittent preventive treatment for malaria,9.9,percent,,
WATER AND SANITATION,,,,,
Water and,4.1 7.8 Use of improved drinking water sources,67.3,percent,,
sanitation,4.2 Water treatment,15.0,percent,,
,4.3 7.9 Use of improved sanitation facilities,53.8,percent,,
,4.4 Safe disposal of child’s faeces,60.6,percent,,
,4.5 Place for handwashing,47.0,percent,,
,4.6 Availability of soap,88.8,Percent,,
REPRODUCTIVE HEALTH,,,,,
Contraception,5.1 5.4 Adolescent birth rate,89,"per 1,000",,
and unmet need,5.2 Early childbearing,22.1,percent,,
,5.3 5.3 Contraceptive prevalence rate,65.2,percent,,
,5.4 5.6 Unmet need,13.0,percent,,
Maternal and,5.5 Antenatal care coverage,,,,
newborn health,5.5a At least once by skilled personnel,96.8,percent,,
,5.5b At least four times by any provider,76.6,percent,,
,5.6 Content of antenatal care,80.6,percent,,
,5.7 5.2 Skilled attendant at delivery,82.0,percent,,
,5.8 Institutional deliveries,80.4,percent,,
,5.9 Caesarean section,12.3,percent,,
CHILD DEVELOPMENT,,,,,
Child,6.1 Support for learning,50.0,percent,,
development,6.2 Father’s support for learning,9.8,percent,,
,6.3 Learning materials: children’s books,3.8,percent,,
,6.4 Learning materials: playthings,68.6,percent,,
,6.5 Inadequate care,14.9,percent,,
,6.6 Early child development index,62.0,percent,,
,6.7 Attendance to early childhood education,33.0,percent,,
,MICS4 MDG,,,,
Topic,Indicator Indicator Indicator Number Number,,Value,,
EDUCATION,,,,,
Literacy and,7.1 2.3 Literacy rate among (young women),94.2,percent,,
education,(young men),90.9,percent,,
,7.2 School readiness,52.5,percent,,
,7.3 Net intake rate in primary education,88.3,percent,,
,7.4 2.1 Primary school net attendance ratio (adjusted),96.5,percent,,
,7.5 Secondary school net attendance ratio (adjusted),47.2,percent,,
,7.6 2.2 Children reaching last grade of primary,92.7,percent,,
,7.7 Primary completion rate,91.3,percent,,
,7.8 Transition rate to secondary school,84.0,percent,,
,7.9 Gender parity index (primary school),1.01,ratio,,
,7.10 Gender parity index (secondary school),1.24,ratio,,
CHILD PROTECTION,,,,,
Birth registration,8.1 Birth registration,49.5,percent,,
Child labour,8.2 Child labour,42.2,percent,,
,8.3 School attendance among child labourers,93.0,percent,,
,8.4 Child labour among students,42.5,percent,,
Child discipline,8.5 Violent discipline,88.9,percent,,
Early marriage,8.6 Marriage before age 15 (women),2.3,percent,,
and polygamy,(men),0.4,Percent,,
,8.7 Marriage before age 18 (women),10.9,Percent,,
,(men),1.7,Percent,,
,8.8 Young women age 15-19 currently married or in union,4.3,Percent,,
,Young men age 15-19 currently married or in union,0.0,Percent,,
,8.9 Polygamy among women,13.1,percent,,
,Polygamy among men,6.5,percent,,
,8.10 Spousal age difference 5-9 years (women age 20-24 years ),21.5,percent,,
Domestic,8.14                               Attitudes towards domestic violence (women) (men),39.1,Percent,,
violence,33.4,percent,,,
,MICS4 MDG,,,,
Topic,Indicator Indicator Indicator Number Number,,Value,,
"HIV/AIDS, SEXUAL BEHAVIOUR, AND ORPHANED AND VULNERABLE CHILDREN",,,,,
HIV/AIDS,Comprehensive knowledge about HIV prevention (women) (men),58.7,percent,,
,6.3 Comprehensive knowledge about HIV prevention among,,,,
,Knowledge of mother-to-child transmission of HIV (women) (men),,,,
,Accepting attitude towards people living with HIV (women) (men),,,,
,Women who know where to be tested for HIV Men who know where to be tested for HIV,,,,
,Women who have been tested for HIV and know the results Men who have been tested for HIV and know the results,,,,
,Sexually active young women who have been tested for HIV and know the results,,,,
,HIV counselling during antenatal care,,,,
,HIV testing during antenatal care,,,,
,young women (age 15-24 years) young men (age 15-24 years),,,,
,Sexually active men who have been tested for HIV and know the results,,,,
knowledge and,54.6,Percent,,,
attitudes,,,,,
,58.2,Percent,,,
,53.6,percent,,,
,60.7,percent,,,
,50.1,percent,,,
,47.1,percent,,,
,45.7,percent,,,
,94.4,percent,,,
,90.0,Percent,,,
,47.3,Percent,,,
,32.2,Percent,,,
,59.0,percent,,,
,31.6,percent,,,
,81.5,Percent,,,
,77.4,percent,,,
Sexual behaviour,9.10 Young women who have never had sex,55.0,percent,,
,Young men who have never had sex,64.0,percent,,
,9.11 Sex before age 15 (young women),3.8,percent,,
