0,1,2,3,4
CHILD MORTALITY,,,,
Early childhood mortality*,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
1.2,MDG 4.2,Infant mortality rate,Probability of dying between birth and the first birthday,82
1.5,MDG 4.1,Under-five mortality rate,Probability of dying between birth and the fifth birthday,104
"A*Indicator values are per 1,000 live births and rates refer to 2011.1. The East Model was assumed to approximate the age pattern of mortality in Sindh, Pakistan and calculations are based on the time since first birth version of the indirect children ever born/children surviving method.",,,,
NUTRITION,,,,
Nutritional status,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
2.1a,MDG 1.8,Underweight prevalence,Percentage of children under age 5 who fall below,
2.1b,,Moderate and severe,minus two standard deviations (moderate and severe),
,,Severe,minus three standard deviations (severe),
,,,of the median weight for age of the WHO standard,
,42.0,,,
,17.0,,,
2.2a,,Stunting prevalence,Percentage of children under age 5 who fall below,48.0
2.2b,,Moderate and severe,minus two standard deviations (moderate and severe),24.4
,,Severe,) minus three standard deviations (severe),
,,,of the median height for age of the WHO standard,
2.3a,,Wasting prevalence,Percentage of children under age 5 who fall below,15.4
2.3b,,Moderate and severe,minus two standard deviations (moderate and severe),3.6
,,Severe,) minus three standard deviations (severe),
,,,of the median weight for height of the WHO standard,
2.4,,Overweight prevalence,Percentage of children under age 5 who are above two standard deviations of the median weight for height of the WHO standard,1.0
Breastfeeding and infant feeding,,,,
2.5,,Children ever breastfed,Percentage of women with a live birth in the last 2 years who breastfed their last live-born child at any time,95.6
2.6,,Early initiation of breastfeeding,Percentage of women with a live birth in the last 2 years who put their last newborn to the breast within one hour of birth,20.7
2.7,,Exclusive breastfeeding under 6 months,Percentage of infants under 6 months of age who are exclusively breastfed,28.9
2.8,,Predominant breastfeeding under 6 months,Percentage of infants under 6 months of age who received breast milk as the predominant source of nourishment during the previous day,56.0
2.9,,Continued breastfeeding at 1 year,Percentage of children age 12-15 months who received breast milk during the previous day,76.7
2.10,,Continued breastfeeding at 2 years,Percentage of children age 20-23 months who received breast milk during the previous day,48.9
2.11,,Median duration of breastfeeding,The age in months when 50 percent of children age 0-35 months did not receive breast milk during the previous day,21.3
2.12,,Age-appropriate breastfeeding,Percentage of children age 0-23 months appropriately fed during the previous day,53.4
2.13,"Introduction of solid, semi-solid or soft foods","Percentage of infants age 6-8 months who received solid, semi-solid or soft foods during the previous day",63.9,
2.14,Milk feeding frequency for non-breastfed children,Percentage of non-breastfed children age 6-23 months who received at least 2 milk feedings during the previous day,69.6,
2.15,Minimum meal frequency,"Percentage of children age 6-23 months who received solid, semi-solid and soft foods (plus milk feeds for non-breastfed children) the minimum number of times or more during the previous day",55.7,
2.16,Minimum dietary diversity,Percentage of children age 6–23 months who received foods from 4 or more food groups during the previous day,14.2,
2.17a,Minimum acceptable diet,Percentage of breastfed children age 6–23 months who had at least the minimum dietary diversity and the minimum meal frequency during the previous day,9.2,
2.17b,,) Percentage of non-breastfed children age 6–23 months who received at least 2 milk feedings and had at least the minimum dietary diversity not including milk feeds and the minimum meal frequency during the previous day,7.7,
2.18,Bottle feeding,Percentage of children age 0-23 months who were fed with a bottle during the previous day,37.0,
Salt iodization,,,,
2.19,Iodized salt consumption,Percentage of households with salt testing 15 parts per million or more of iodate,36.2,
2.S1,Purchasing behavior for,Percentage of households who look/ask for salt with Handi,23.1,
,iodized salt,logo or labeled as Iodized when purchasing salt,,
Low-birthweight,,,,
2.20,Low-birthweight infants,"Percentage of most recent live births in the last 2 years weighing below 2,500 grams at birth",30.0,
2.21,Infants weighed at birth,Percentage of most recent live births in the last 2 years who were weighed at birth,33.2,
CHILD HEALTH,,,,
Vaccinations,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
3.1,,Tuberculosis immunization coverage,Percentage of children age 12-23 months who received BCG vaccine by their first birthday,76.3
3.2,,Polio immunization coverage,Percentage of children age 12-23 months who received the third dose of OPV vaccine (OPV3) by their first birthday,60.3
3.3,,Pentavalent (DPT+HepB+Hib),Percentage of children age 12-23 months who received the third dose of Pentavalent (DPT+HepB+Hib) vaccine by their first birthday,52.7
3.5,,immunization coverage,,
3.6,,,,
3.4,MDG 4.3,Measles immunization coverage,Percentage of children age 12-23 months who received measles vaccine by their first birthday,52.7
3.8,,Full immunization coverage,Percentage of children age 12-23 months who received all vaccinations recommended in the national immunization schedule by their first birthday,35.0
Tetanus toxoid,,,,
3.9,,Neonatal tetanus protection,Percentage of women age 15-49 years with a live birth in the last 2 years who were given at least two doses of tetanus toxoid vaccine within the appropriate interval prior to the most recent birth,54.1
Diarrhoea,,,,
-,,Children with diarrhoea,Percentage of children under age 5 with diarrhoea in the last 2 weeks,28.4
3.10,,Care-seeking for diarrhoea,Percentage of children under age 5 with diarrhoea in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,69.2
3.11,,Diarrhoea treatment with oral rehydration salts (ORS) and zinc,Percentage of children under age 5 with diarrhoea in the last 2 weeks who received ORS and zinc,11.6
3.12,,Diarrhoea treatment with oral rehydration therapy (ORT) and continued feeding,"Percentage of children under age 5 with diarrhoea in the last 2 weeks who received ORT (ORS packet, pre-packaged ORS fluid, recommended homemade fluid or increased fluids) and continued feeding during the episode of diarrhoea",41.0
Acute Respiratory Infection (ARI) symptoms,,,,
-,,Children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks,12.9
3.13,,Care-seeking for children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,75.4
3.14,,Antibiotic treatment for children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks who received antibiotics,32.9
Solid fuel use,,,,
3.15,,Use of solid fuels for cooking,Percentage of household members in households that use solid fuels as the primary source of domestic energy to cook,44.3
Malaria / Fever,,,,
MICS,Indicator,Description,Value,
Indicator,,,,
-,,Children with fever,Percentage of children under age 5 with fever in the last 2 weeks,42.8
3.16a,,Household availability of insecticide-treated nets (ITNs),Percentage of households with,11.3
3.16b,,,at least one ITN,0.8
,,,at least one ITN for every two people,
3.17a,,Household vector control,Percentage of households,
