0,1,2,3,4,5
Topic,MICS4,MDG,Indicator,,Value
,Indicator Number1,Indicator Number,,,
CHILD HEALTH,,,,,
,3.1,,Immunization coverage for Tuberculosis,97.9,percent
,3.2,,Immunization coverage for Polio 3,93.3,percent
,3.3,,Immunization coverage for DPT or Penta 3,92.1,percent
Immunization,,,,,
,3.4,4.3,"Immunization coverage for Measles, Mumps and Rubella 1",86.6,percent
,3.5,,Immunization coverage for Hepatitis B,96.7,percent
,3.8,,Oral rehydration therapy with continued feeding,56.0,percent
,3.9,,Care seeking for suspected pneumonia,86.8,percent
Care of illness,,,,,
,3.10,,Antibiotic treatment of suspected pneumonia,72.5,percent
Solid fuel use,3.11,,Use of solid fuels for cooking,68.2,percent
Child disability,3.21,,Children at increased risk of disability,13.5,percent
Child injury,CS.1,,Children had injury in the last 12 months,4.3,percent
WATER AND SANITATION,,,,,
,4.1,7.8,Use of improved drinking water sources,65.2,percent
,CS.2,,Use of improved drinking water sources (country specific),77.9,percent
,4.2,,Water treatment,37.0,percent
Water and sanitation,CS.3,,Water treatment (country specific),31.8,percent
,4.3,7.9,Use of improved sanitation,54.3,percent
,CS.4,,Use of improved sanitation (country specific),83.1,percent
,4.4,,Safe disposal of child's faeces,60.0,percent
,4.5,,Place for handwashing with water and soap available,92.1,percent
,4.6,,Availability of soap,98.9,percent
REPRODUCTIVE HEALTH,,,,,
,5.1,5.4,Adolescent birth rate,38,per 1 000 adolescents
,5.2,,Childbearing before age 18 among young women,2.4,percent
,CS.5,,Knowledge of contraception,,
Contraception and unmet,,,Women (age 15-49),97.4,percent
need,,,,,
,,,Men (age 15-54),88.6,percent
,5.3,5.3,Contraceptive prevalence rate,54.9,percent
,5.4,5.6,Unmet need for contraception,22.3,percent
Topic,MICS4,MDG,Indicator,,Value
,Indicator Number1,Indicator Number,,,
,,5.5,Antenatal care coverage,,
,5.5a,,At least once by skilled personnel,99.0,percent
,5.5b,,At least four times by any personnel,81.4,percent
,CS.6,,First antenatal care visit during the first 3 months of pregnancy,77.2,percent
Maternal and newborn health,5.6,,Content of antenatal care,95.2,percent
,5.7,5.2,Skilled attendant at delivery,98.8,percent
,5.8,,Institutional deliveries,98.5,percent
,5.9,,Caesarean section,20.9,percent
CHILD DEVELOPMENT,,,,,
,6.1,,Support for learning,57.1,percent
,6.2,,Father›s support for learning,38.8,percent
,6.3,,Learning materials – Three or more children›s books,22.8,percent
Child development,6.4,,Learning materials – Two or more types of playthings,68.4,percent
,6.5,,Inadequate care,8.5,percent
,6.6,,Early child development index,85.1,percent
,6.7,,Pre-school attendance,57.9,percent
EDUCATION,,,,,
,7.1,2.3,Literacy rate among young people (15-24 years),,
,,,Women,97.9,percent
,,,Men,95.8,percent
,7.2,,School readiness,90.5,percent
,7.3,,Net intake rate in primary education,81.0,percent
Literacy and education,,,Primary education net attendance rate (adjusted),,
,7.4,2.1,98.5,percent,
,7.5,,Secondary education net attendance rate (adjusted),93.4,percent
,7.6,2.2,Reaching last grade of primary education,98.6,percent
,7.7,,Primary education completion rate,98.7,percent
,7.8,,Transition rate to secondary education,99.0,percent
,7.9,3.1,Gender parity index (primary education),1.01,ratio
,7.10,3.1,Gender parity index (secondary education),1.05,ratio
CHILD PROTECTION,,,,,
Birth registration,8.1,,Birth registration,99.0,percent
Topic,MICS4,MDG,Indicator,,Value
,Indicator Number1,Indicator Number,,,
,8.2,,Child labour,,
,,,Age 5-14,29.2,percent
,,,Age 5-17,28.4,percent
,CS.7,,Child labour (country specific),,
,,,Age 5-14,10.4,percent
,,,Age 5-17,12.9,percent
,8.3,,School attendance among child labourers,,
Child labour,,,,,
,,,Age 5-14,95.7,percent
,,,Age 5-17,91.9,percent
,CS.8,,School attendance among child labourers (country specific),,
,,,Age 5-14,94.8,percent
,,,Age 5-17,87.9,percent
,8.4,,Child labour among students,,
,,,Age 5-14,29.5,percent
,,,Age 5-17,27.9,percent
,CS.9,,Child labour among students (country specific),,
,,,Age 5-14,10.5,percent
,,,Age 5-17,12.1,percent
Child discipline,8.5,,Violent discipline,45.6,percent
,8.6,,Marriage before age 15,,
,,,Women (age 15-49),0.4,percent
,,,Men (age 15-54),0.3,percent
,8.7,,Marriage before age 18,,
,,,Women (age 20-49),6.8,percent
,,,Men (age 20-54),2.0,percent
Early marriage,8.8,,Young people aged 15-19 currently married or in union,,
,,,Women,4.8,percent
,,,Men,0.9,percent
,,,Young women married/ in union with men older than 10 years,,
,8.10a,,Age 15-19,8.5,percent
