0,1,2,3,4,5
Topic,MICS,MDG,Indicator,,Value
,Indicator Number,Indicator Number,,,
CHILD MORTALITY,,,,,
Child mortality,1,13,Under-five mortality rate Infant mortality rate,17,per 1000
,2,14,,16,per 1000
NUTRITION,,,,,
,6,4,Underweight prevalence,2,percent
Nutritional status,7,,Stunting prevalence,9,percent
,8,,Wasting prevalence,2,percent
,45,,Timely initiation of breastfeeding,27,percent
,,,Exclusive breastfeeding rate Continued breastfeeding rate,,
,,,at 12-15 months,,
,,,at 20-23 months Timely complementary feeding rate Frequency of complementary feeding Adequately fed infants,,
,,,Proportion of low-birth -weight infants Proportion of infants weighed at birth,,
,15,16,percent,,
,16,45,percent,,
,,22,percent,,
Breastfeeding,17,18,percent,,
,18,17,percent,,
,19,16,percent,,
,9,6,percent,,
,10,93,percent,,
CHILD HEALTH,,,,,
,25,,Tuberculosis immunization coverage,97,percent
,26,,Polio immunization coverage,81,percent
,27,,DPT immunization coverage,82,percent
,28,15,Measles/Mumps/Rubella immunization coverage,80,percent
Immunization,31,,Fully immunized children,60,percent
,34,,Home management of diarrhoea,6,percent
,35,,"Received ORT or increased fluids, and continued feeding",45,percent
,23,,Care seeking for suspected pneumonia,93,percent
,22,,Antibiotic treatment of suspected pneumonia,74,percent
Solid fuel use,24,29,Solid fuels,36,percent
ENVIRONMENT,,,,,
,11,30,Use of improved drinking water sources,99,percent
,13,,Water treatment,11,percent
Water and Sanitation,,,,,
,12,31,Use of improved sanitation facilities,93,percent
,14,,Disposal of child’s faeces,50,percent
REPRODUCTIVE HEALTH,,,,,
,21,19c,Contraceptive prevalence,14,percent
Contraception and unmet need,98,,Unmet need for family planning,34,percent
,99,,Demand satisfied for family planning,29,percent
,20,,Antenatal care,98,percent
Maternal and newborn health,44,17,Content of antenatal care Skilled attendant at delivery,99,percent percent
,4,,,98,
,5,,Institutional deliveries,98,percent
CHILD DEVELOPMENT,,,,,
,46,,Support for learning,85,percent
,47,,Father’s support for learning,61,percent
,48,,Support for learning: children’s books,49,percent
Child development,,,,,
,49,,Support for learning: non-children’s books,51,percent
,50,,Support for learning: materials for play,1,percent
,51,,Non-adult care,9,percent
EDUCATION,,,,,
Topic,MICS,MDG,Indicator,,Value
,Indicator Number,Indicator Number,,,
,52,,Pre-school attendance (age 3-4 years) School readiness,11,percent
,,,Net intake rate in primary education Net primary school attendance rate Net secondary school attendance rate,,
,,,Transition rate to secondary school Primary completion rate,,
,,,Gender parity index,,
,,,primary school secondary school,,
,53,,76,percent,
,54,,95,percent,
,55,6,95,percent,
,56,,63,percent,
Education,,,,,
,58,,95,percent,
,59,7b,83,percent,
,61,9,0.96,ratio,
,,,1.15,ratio,
Literacy,60,8,Adult literacy rate,97,percent
CHILD PROTECTION,,,,,
Birth registration,62,,Birth registration,94,percent
,71,,Child labour,6,percent
Child labour,72,Labourer students,94,percent,
,73,Student labourers,6,percent,
Child discipline,74,,Child discipline,69,percent
,,,Any psychological/physical punishment,,
Early marriage,67,,Marriage before age 15 Marriage before age 18,1,percent percent percent
,68,,Young women aged 15-19 currently married/in union,12,
,,,,2,
,69,Spousal age difference,10,percent,
Domestic violence,100,,Attitudes towards domestic violence,21,percent
Disability,101,,Child disability,10,percent
"HIV/AIDS, SEXUAL BEHAVIOUR, AND ORPHANED AND VULNERABLE CHILDREN",,,,,
,82,19b,Comprehensive knowledge about HIV prevention among young people,24,percent
,89,,Knowledge of mother- to-child transmission of HIV,56,percent
HIV/AIDS knowledge and attitudes,86,,Attitude towards people with HIV/AIDS Women who know where to be tested for HIV,16,percent percent
,87,,,45,
,88,,Women who have been tested for HIV,3,percent
,90,,Counselling coverage for the prevention of mother-to-child transmission of HIV,12,percent
,84,,Age at first sex among young people,1,percent
,92,,Age-mixing among sexual partners,5,percent
Sexual behaviour,,,,,
,83,19a,Condom use with non-regular partners,70,percent
,85,,Higher risk sex in the last year,80,percent
Orphanhood,75,,Prevalence of orphans Children’s living arrangements,2,percent percent
,78,,,0.4,
