0,1,2,3,4
Rubrique,Numéro d’indicateur MICS,Numéro d’indicateur OMD,Indicateur,MICS4 2012-
,,,,2013
MORTALITE DES ENFANTS,,,,
Mortalité des enfants,1.1,4.1,Taux de mortalité des enfants de moins de cinq ans (infanto-juvénile) (Pour 1000),"24,1"
1.2,4.2,Taux de mortalité infantile (Pour 1000),"21,4",
1.3,,Taux de mortalité néonatale (Pour 1000),"15,7",
1.4,,Taux de mortalité post-néonatale (Pour 1000),"5,7",
1.5,,Taux de mortalité juvénile (Pour 1000),"2,8",
NUTRITION,,,,
Statut nutritionnel,,1.8,Prévalence de l’insuffisance pondérale (%),
2.1a,,Modérée et sévère (- 2 SD),"3,0",
2.1b,,Sévère (- 3 SD),"0,8",
,,Prévalence du retard de croissance (%),,
2.2a,,Modérée et sévère (- 2 SD),"11,7",
2.2b,,Sévère (- 3 SD),"4,0",
,,Prévalence de l’émaciation (%),,
2.3a,,Modérée et sévère (- 2 SD),"4,1",
2.3b,,Sévère (- 3 SD),"1,4",
Allaitement mater- nel et alimentation,2.4,,Enfants allaités (%),"89,5"
2.5,,Allaitement précoce (moins d’une heure après la naissance) (%),"35,7",
2.6,,Taux d’allaitement exclusif (%),"25,7",
2.7,,Taux d’allaitement continu jusqu’à 1 an (%),"46,7",
2.8,,Taux d’allaitement continu jusqu’à 2 ans (%),"26,6",
2.9,,Prédominance de l’allaitement des moins de 6 mois (%),"48,1",
2.10,,Durée de l’allaitement (mois),"13,3",
2.11,,Biberon (%),"48,8",
2.12,,"Introduction des aliments solides, semi-solides ou liquides (%)","28,2",
2.13,,Fréquence minimum des repas (%),"52,0",
2.14,,Allaitement adéquat selon l’âge (%),"23,6",
2.15,,Fréquence de prise de lait pour les enfants non allaités (%),"96,2",
Iodation du sel,2.16,,Consommation de sel iodé (%),"67,3"
Insuffisance pondé- rale à la naissance,2.18,,Nourrissons nés avec une insuffisance pondérale (%),"6,7"
2.19,,Enfants pesés à la naissance (%),"85,1",
SANTÉ DE L’ENFANT,,,,
Vaccination,3.1,,Couverture vaccinale de la tuberculose (BCG) (%),"98,3"
3.2,,Couverture vaccinale de la polio (%),"90,5",
3.3,,Couverture vaccinale de la DTCoqHib (%),"91,0",
3.4,4.3,Couverture vaccinale de la rougeole (%),"90,3",
3.5,,Couverture vaccinale de l’hépatite B (%),"89,1",
Toxoïde tétanique,3.7,,Protection contre le tétanos néonatal (%),"57,2"
Rubrique,Numéro d’indicateur MICS,Numéro d’indicateur OMD,Indicateur,MICS4 2012-
,,,,2013
Prise en charge des maladies,3.8,,TRO reçue ou augmentation des fluides et poursuite de l’alimentation en cas de diarrhée (%),"41,7"
3.9,,Soins prodigués à une IRA suspectée par un personnel qualifié (%),"66,4",
3.10,,Traitement aux antibiotiques d’une IRA suspectée (%),"64,1",
Utilisation des combustibles solides,3.11,,Combustibles solides (%),"0,4"
ENVIRONNEMENT,,,,
Eau et assainisse- ment,4.1,7.8,Utilisation de sources d’eau potable améliorées (%),"86,1"
4.2,,Traitement de l’eau (%),"11,3",
4.3,7.9,Utilisation d’installations sanitaires améliorées (%),"95,4",
4.4,,Evacuation des matières fécales de l’enfant (%),"17,7",
4.5,,Lieu de lavage des mains (%),"91,1",
4.6,,Disponibilité de savon (%),"96,3",
SANTÉ DE LA REPRODUCTION,,,,
Contraception,5.1,5.4,Fécondité des adolescentes (Pour 1000),"10,0"
et besoins à couvrir,,,,
5.2,,Grossesse précoce (%),"0,8",
5.3,5.3,Prévalence de la contraception (%),"57,1",
5.4,5.6,Besoins non satisfaits en matière de planning familial (%),"7,0",
5.5a,5.5,Soins prénatals (au moins une fois par un personnel qualifié) (%),"92,7",
5.5b,,Soins prénatals (au moins quatre fois par n’importe quel personnel) (%),"67,3",
