0,1,2,3,4
,Numéro Numéro,,,
Rubrique,d’indicateur d’indicateur Indicateur MICS OMD,Valeur,,
MORTALITE DES ENFANTS,,,,
Mortalité des Enfants,1,13,Taux de mortalité des enfants de moins de 5 ans (période de référence : mars 2000 -avril 2002),188 ‰
NUTRITION,,,,
Statut,6,4,Prévalence d’insuffisance pondérale,"37,4 %"
nutritionnel,7,,Prévalence de retard de croissance,"34,6 %"
,8,,Prévalence de l’émaciation,"23,1 %"
Allaitement,45,,Allaitement à la première heure de naissance Taux d’allaitement exclusif,"19,6 %"
,,,Taux d’allaitement continu à 12-15 mois,
,,,à 20-23 mois,
,,,Taux d’alimentation complémentaire à 6-9 mois Fréquence d’alimentation complémentaire Enfants bien nourris,
,15,"8,2 %",,
,16,,,
,,"96,1 %",,
,,"85,4 %",,
,17,"49,6 %",,
,18,"40,6 %",,
,19,"25,0 %",,
Vitamine A,42,,Supplémentation en vitamine A (enfants de moins de 5 ans),"67,1 %"
,43,Supplémentation en vitamine A (accouchée),"48,3 %",
Faible poids,9,,Enfants avec un faible poids à la naissance,"16,2 %"
à la naissance,10,Enfants pesés à la naissance,"39,0 %",
SANTE INFANTILE,,,,
Vaccination,25,,Couverture vaccinale contre la tuberculose Couverture vaccinale contre la polio,"91,4 %"
,,,"Couverture vaccinale contre la diphtérie, la coqueluche et le tétanos",
,,,Couverture vaccinale contre la rougeole Enfants complètement vaccinés Couverture vaccinale contre la fièvre jaune,
,26,,"77,4 %",
,27,,"76,5 %",
,28,15,"70,3 %",
,31,,"60,5 %",
,30,,"70,8 %",
Toxoide Tétanique,32,,Protection contre le tétanos néonatal,"75,0 %"
Soins de santé,33,,Utilisation de la thérapie de réhydratation par voie orale (TRO),"23,3 %"
,34,Traitement à domicile de la diarrhée,"36,3 %",
,35,TRO reçu ou apport d’aliments liquides et poursuite,"42,4 %",
,,de l’alimentation,,
,23,Consultations pour les enfants suspectés de pneumonie,"38,5 %",
,22,Traitement antibiotique des enfants suspectés de pneumonie,"31,4 %",
Utilisation,24,29,Combustibles solides,"93,9 %"
de combustibles solides,,,,
Paludisme,36,,Disponibilité de moustiquaires imprégnées d’insecticide (MII) dans les ménages,"23,3 %"
,,,Enfants de moins de 5 ans dormant sous moustiquaire imprégnée d’insecticide,
,,,Enfants de moins de 5 ans dormant sous moustiquaire Traitement antipaludéen des enfants de moins de 5 ans Traitement préventif du paludisme (chez la femme enceinte),
,37,22,"9,6 %",
,38,,"18,0 %",
,39,22,"41,0 %",
,40,,"1,3 %",
Source et coûts,96,,Source d’approvisionnement (de sources publiques),
,Numéro d’indicateur MICS,Numéro d’indicateur OMD,,
Rubrique,,,Indicateur,Valeur
d’approvisionne-,,,Moustiquaire imprégnée d’insecticide Antipaludéens,"45,6 %"
,,,Antibiotiques,
,,,Sel de réhydratation orale,
,,,Coût d’approvisionnement (coût moyen) Moustiquaires imprégnées d’insecticide,
,,,Sources publiques Sources privées,
,,,Antipaludéens,
,,,Sources publiques Sources privées,
,,,Sel de réhydratation orale,
,,,Sources publiques Sources privées,
ment,,"52,7 %",,
,,"72,9 %",,
,,"77,5 %",,
,97,,,
,,,,
,,"1500,0 FCFA",,
,,"1500,0 FCFA",,
,,"500,0 FCFA",,
,,"433,0 FCFA",,
,,"100,0 FCFA",,
,,"100,0 FCFA",,
ENVIRONNEMENT,,,,
Eau et,11,30,Utilisation de sources améliorées d’eau de boisson,"77,3 %"
Assainissement,13,,Traitement de l’eau,"3,3 %"
,12,31,Utilisation de sanitaires améliorés,"36,9 %"
,14,,Evacuation des excréta des enfants,"17,4 %"
