0,1,2,3,4,5
TABLEAU RÉCAPITULATIF DES RÉSULTATS,,,,,
Indicateurs des Enquêtes par grappes à indicateurs multiples (MICS),,,,,
et des Objectifs du Millénaire pour le développement (OMD),,,,,
Sujet,Numéro Indicateur MICS4,Numéro Indicateur OMD,Indicateur,Valeur,Unit
MORTALITE DES ENFANTS,,,,,
Mortalité des enfants,1.1,4.1,Taux de mortalité enfants moins de cinq ans,179,pour mille
,1.2,4.2,Taux mortalité infantile,116,pour mille
NUTRITION,,,,,
Etat nutritionnel,2.1a,1.8,Prévalence insuffisance pondérale Modérée (- 2 SD),"23,5",pour cent
,2.1b,,Grave (- 3 SD),"7,9",pour cent
,2.2a,,Prévalence retard croissance Modéré (- 2 SD),"40,7",pour cent
,2.2b,,Grave (- 3 SD),"18,3",pour cent
,2.3a,,Prévalence émaciation Modérée (- 2 SD),"7,4",pour cent
,2.3b,,Grave (- 3 SD),"1,9",pour cent
Allaitement,2.4,,Enfants dejà allaités,"94,8",pour cent
et alimentation infantile,,,,,
,2.5,,Mis au sein moins d’une heure après la naissance,"43,5",pour cent
,2.6,,Allaitement exclusif moins de 6 mois,"34,3",pour cent
,2.7,,Poursuite allaitement à 1 an,"89,5",pour cent
,2.8,,Poursuite allaitement à 2 ans,"32,1",pour cent
,2.9,,Allaitement prédominant moins de 6 mois,"57,1",pour cent
,2.10,,Durée moyenne de l’allaitement,"19,7",mois
,2.11,,Allaitement au biberon,"4,6",pour cent
,2.12,,"Introduction d’aliments solides, semi-solides ou mous","59,1",pour cent
,2.13,,Fréquence repas minimum,"20,4",pour cent
,2.14,,Allaitement approprié à l’âge,"50,8",pour cent
,2.15,,Fréquence alimentation lactée pour enfants non allaités au sein,"11,8",pour cent
TABLEAU RÉCAPITULATIF DES RÉSULTATS (suite),,,,,
Iodation du sel,2.16,,Consommation de sel iodé,"64,5",pour cent
Vitamine A,2.17,,Supplémentation en vitamine A (enfants moins de 5 ans),"78,0",pour cent
Insuffisance pondérale,2.18,,Nourrissons de poids insuffisant à la naissance,"13,7",pour cent
à la naissance,,,,,
,2.19,,Nourrissons pesés à la naissance,"60,8",pour cent
SANTE DE L’ENFANT,,,,,
Vaccinations,3.1,,Couverture vaccinale contre la tuberculose,"72,4",pour cent
,3.2,,Couverture vaccinale contre la poliomyélite,"43,6",pour cent
