0,1,2,3,4,5
Topic,MICS,MDG,Indicator,Value,
,Indicator Number,Indicator Number,,,
NUTRITION,,,,,
Nutritional status,6,4,Underweight prevalence,1,percent
,,,,,
,7,,Stunting prevalence,2.5,percent
,,,,,
,8,,Wasting prevalence,1.3,percent
,,,,,
Breastfeeding,45,,Timely initiation of breastfeeding,21.1,percent
,15,,Exclusive breastfeeding rate,9,percent
,,,,,
,16,,Continued breastfeeding rate,,
,,,at 12-15 months,18,percent
,,,at 20-23 months,3.6,percent
,17,,Timely complementary feeding rate,38.3,percent
,,,,,
,18,,Frequency of complementary feeding,27.9,percent
,,,,,
,19,,Adequately fed infants,17.8,percent
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Low birth weight infants,9,,Low birth weight infants,3.8,percent
,,,,,
,10,,Infants weighed at birth,99.3,percent
,,,,,
CHILD HEALTH,,,,,
Immunization,25,,Tuberculosis immunization coverage,99.2,percent
,,,,,
,26,,Polio immunization coverage,96.5,percent
,,,,,
,27,,DPT immunization coverage,96.7,percent
,,,,,
,28,15,Measles immunization coverage,96.9,percent
,,,,,
,31,,Fully immunized children,93.9,percent
,,,,,
,29,,Hepatitis B immunization coverage,96.9,percent
,,,,,
Care of illness,33,,Use of oral rehydration therapy (ORT),84.9,percent
,,,,,
,34,,Home management of diarrhoea,15.7,percent
,,,,,
,,,,,
,,,,,
,35,,"Received ORT or increased fluids, and continued feeding",54.2,percent
,23,,Care seeking for suspected pneumonia,89.5,percent
,22,,Antibiotic treatment of suspected pneumonia,67,percent
Solid fuel use,24,29,Solid fuels use,3.4,percent
ENVIRONMENT,,,,,
Water and Sanitation,11,30,Use of improved drinking water sources,99.6,percent
,,,,,
,13,,Water treatment,60.5,percent
,,,,,
,12,31,Use of improved sanitation facilities,99.3,percent
,,,,,
,14,,Disposal of child's faeces,76.4,percent
,,,,,
REPRODUCTIVE HEALTH,,,,,
Contraception,21,19c,Contraceptive prevalence,72.6,percent
Maternal and newborn,20,,Antenatal care,99.4,percent
health,,,,,
,44,,Content of antenatal care,99.4,percent
,,,,,
,4,17,Skilled attendant at delivery,100,percent
,,,,,
,5,,Institutional deliveries,99.9,percent
,,,,,
CHILD DEVELOPMENT,,,,,
Child development,46,,Adult’s support for learning,84.1,percent
,,,,,
,47,,Father's support for learning,71,percent
,,,,,
EDUCATION,,,,,
Education,52,,Pre-school attendance,86.1,percent
,,,,,
,53,,School readiness,92.9,percent
,,,,,
,54,,Net intake rate in primary education,75.5,percent
,,,,,
,55,6,Net primary school attendance rate,93.2,percent
,,,,,
,56,,Net secondary school attendance rate,95.9,percent
,,,,,
,,,,,
,,,,,
,57,7,Children reaching grade five,100,percent
,,,,,
,,,,,
,,,,,
,58,,Transition rate to secondary school,100,percent
,,,,,
,59,7b,Primary school completion rate,69,percent
,,,,,
,61,9,Gender parity index,,
,,,primary school,1.01,ratio
,,,secondary school,1.02,ratio
Literacy,60,8,Adult literacy rate,100,percent
CHILD PROTECTION,,,,,
Child labor,71,,Child labour,5.1,percent
,,,,,
,72,,Labourer students,99.7,percent
,,,,,
,73,,Student labourers,5.2,percent
,,,,,
Child discipline,74,,Any psychological/physical punishment,82.6,percent
Early marriage,67,,Marriage before age 18,6.5,percent
,,,,,
,68,,Young women aged 15-19 currently,3.7,percent
,,,married/in union,,
,69,,Spousal age difference,8.2,percent
,,,,,
Support to orphaned,75,,Prevalence of orphans,5.8,percent
and vulnerable children,,,,,
,78,,Children’s living arrangements,1.8,percent
,,,,,
HIV/AIDS,,,,,
HIV/AIDS knowledge,82,19b,Comprehensive knowledge about HIV,33.9,percent
and attitudes,,,prevention among young people,,
,89,,Knowledge of mother- to-child transmission,61.2,percent
,,,of HIV,,
,86,,Attitude towards people with HIV/AIDS,4.6,percent
,,,,,
,87,,Women who know where to be tested for HIV,97.4,percent
,,,,,
,88,,Women who have been tested for HIV,66.4,percent
,,,,,
,90,,Counselling coverage for the prevention of,72.8,percent
,,,mother-to-child transmission of HIV,,
,91,,Testing coverage for the prevention of,92.3,percent
,,,mother-to-child transmission of HIV,,
