0,1,2,3,4,5
NUTRITION,,,,,
"Breastfeeding, Infant and Young Child Feeding",2.4,,Children ever breastfed,92.5,percent
,2.5,,Early initiation of breastfeeding,53,percent
,2.6,,Exclusive breastfeeding under 6 months,19,percent
,2.7,,Continued breastfeeding at 1 year,27.9,percent
,2.8,,Continued breastfeeding at 2 years,11.5,percent
,2.9,,Predominant breastfeeding under 6 months,41.4,percent
,2.10,,Duration of breastfeeding (median),5.9,months
,2.11,,Bottle feeding,66.5,percent
,2.12,,"Introduction of solid, semi-solid or soft foods",64.3,percent
,2.13,,Minimum meal frequency,74.2,percent
,2.14,,Age-appropriate breastfeeding,19.6,percent
,2.15,,Milk feeding frequency for non-breastfed children,88.7,percent
Low Birth Weight,2.18,,Low-birth weight infants,4.1,percent
,2.19,,Infants weighed at birth,99.8,percent
CHILD HEALTH,,,,,
Care of Illness,3.8,,Oral rehydration therapy with continued feeding,61.2,percent
,3.9,,Care-seeking for suspected pneumonia,93.4,percent
,3.10,,Antibiotic treatment of suspected pneumonia,76.7,percent
Solid Fuel Use,3.11,,Solid fuels,0.6,percent
WATER AND SANITATION,,,,,
Water and Sanitation,4.1,7.8,Use of improved drinking water sources,99.6,percent
,4.2,,Water treatment,-33.2,percent
,4.3,7.9,Use of improved sanitation,95.7,percent
,,4.4,Safe disposal of child’s faeces,56,percent
REPRODUCTIVE HEALTH,,,,,
Contraception and Unmet Need,5.3,5.3,Contraceptive prevalence rate,63.1,percent
,5.4,5.6,Unmet need,7,percent
Maternal and Newborn Health,"5.5a
5.5b",5.5,"Antenatal care coverage
at least once by skilled personnel at least four times by any provider","99.7
99.7",percent percent
,5.6,,Content of antenatal care,99.7,percent
,5.7,5.2,Skilled attendant at delivery,100,percent
,5.8,,Institutional deliveries,99.9,percent
,5.9,,Caesarean section,25.3,percent
Post-natal Health Checks,5.1,,Post-partum stay in health facility,100,percent
,5.11,,Post-natal health check for the newborn,100,percent
,5.12,,Post-natal health check for the mother,99.9,percent
CHILD DEVELOPMENT,,,,,
Child Development,6.1,,Support for learning,95.7,percent
,6.2,,Father’s support for learning,68.4,percent
,6.3,,Learning materials: children’s books,92,percent
,6.4,,Learning materials: playthings,78.9,percent
,6.5,,Inadequate care,4,percent
,6.6,,Early child development index,93.9,percent
,6.7,,Attendance to early childhood education,87.6,percent
EDUCATION,,,,,
Literacy and Education,7.1,2.3,"Literacy rate among young people women age 15-24 years
men age 15-24 years","100.0
100.0",percent percent
,7.2,,School readiness,96.7,percent
,7.3,,Net intake rate in primary education,70.9,percent
,7.4,2.1,Primary school net attendance ratio (adjusted),91.7,percent
,7.5,,Secondary school net attendance ratio (adjusted),96.6,percent
,7.6,2.2,Children reaching last grade of primary school,100,percent
,7.7,,Primary completion rate,103.3,percent
,7.8,,Transition rate to secondary school,100,percent
,7.9,3.1,Gender parity index (primary school),0.97,ratio
,7.10,3.1,Gender parity index (secondary school),1.02,ratio
CHILD PROTECTION,,,,,
Child Labour,8.2,,Child labour,1.4,percent
,8.3,,School attendance among child labourers,99.4,percent
,8.4,,Child labour among students,1.4,percent
Early Marriage,8.6,,"Marriage before age 15 women age 15-49
men age 15-49","0.1
0.1",percent percent
,8.7,,Marriage before age 18 women age 20-49 years men age 20-49 years,"6.2
1.1",percent percent
,8.8,,Currently married or in union women age 15-19 years men age 15-19 years,"7.4
1.3",percent percent
"8.10a
8.10b",,,Spousal age difference women age 15-19 years women age 20-24 years,"(0.8)
6.4",percent percent
Children’s Living Arrangements,9.17,,Children’s living arrangements,2,percent
,9.18,,Prevalence of children with one or both parents dead,4.3,percent
DOMESTIC VIOLENCE,,,,,
Domestic Violence,8.14,,"Attitudes towards domestic violence women age 15-49 years
men age 15-49 years","4.1
4.2",percent percent
HIV/ AIDS and SEXUAL BEHAVIOUR,,,,,
"HIV/AIDS
Knowledge and Attitudes",9.1,,"Comprehensive knowledge about HIV prevention women age 15-49 years
men age 15-49 years","55.2
56.8",percent percent
,9.2,6.3,"Comprehensive knowledge young people about HIV prevention
women age 15-24 years men age 15-24 years","56.1
50.9",percent percent
,9.3,,"Knowledge of mother-to-child transmission of HIV
women age 15-49 years men age 15-49 years","65.3
50.0",percent percent
,9.4,,"Accepting attitudes towards people living with HIV
women age 15-49 years men age 15-49 years","0.7
1.6",percent percent
,9.5,,"Respondents who know where to be tested for HIV
women age 15-49 years men age 15-49 years","97.1
95.2",percent percent
,9.6,,"Respondents who have been tested for HIV and know results
women age 15-49 years men age 15-49 years","24.4
19.7",percent percent
,9.7,,"Sexually active young people who have been tested for HIV and know results
women age 15-24 years men age 15-24 years","33.4
23.1",percent percent
,9.8,,HIV counselling during antenatal care,65.6,percent
,9.9,,HIV testing during antenatal care,89.6,percent
Sexual Behaviour,9.10,,"Young people who have never had sex women age 15-24 years
men age 15-24 years","57.8
42.0",percent percent
,9.11,,"Sex before age 15 among young people women age 15-24 years
men age 15-24 years","0.7
3.4",percent percent
,9.12,,"Age-mixing among sexual partners women age 15-24 years
men age 15-24 years","5.4
1.2",percent percent
