0,1,2,3,4,5
Child mortality,,,,,
Early childhood mortality*,,,,,
MICS,,,Indicator,Description,Value
Indicator,,,,,
,1.2,MDG 4.2,Infant mortality rate,Probability of dying between birth and the first birthday,46
,1.5,MDG 4.1,Under-five mortality rate,Probability of dying between birth and the fifth birthday,58
Nutrition,,,,,
Nutritional status,,,,,
,,MDG 1.8,Underweight prevalence,Percentage of children under age 5 who fall below,
,2.1a,,Moderate and severe,minus two standard deviations (moderate and severe),31.9
,2.1b,,Severe,minus three standard deviations (severe),8.8
,,,,of the median weight for age of the WHO standard,
,,,Stunting prevalence,Percentage of children under age 5 who fall below,
,2.2a,,Moderate and severe,minus two standard deviations (moderate and severe),42
,2.2b,,Severe,minus three standard deviations (severe),16.4
,,,,of the median height for age of the WHO standard,
,,,Wasting prevalence,Percentage of children under age 5 who fall below,
,2.3a,,Moderate and severe,minus two standard deviations (moderate and severe),9.6
,2.3b,,Severe,minus three standard deviations (severe),1.6
,,,,of the median weight for height of the WHO standard,
,2.4,,Overweight prevalence,Percentage of children under age 5 who are above two standard deviations of the median weight for height of the WHO standard,1.6
Breastfeeding and infant feeding,,,,,
,2.5,,Children ever breastfed,Percentage of women with a live birth in the last 2 years who breastfed their last live-born child at any time,97.1
,2.6,,Early initiation of breastfeeding,Percentage of women with a live birth in the last 2 years who put their last newborn to the breast within one hour of birth,57.4
,2.7,,Exclusive breastfeeding under 6 months,Percentage of infants under 6 months of age who are exclusively breastfed,56.4
,2.8,,Predominant,Percentage of infants under 6 months of age who received breast milk as the predominant source of nourishment during the previous day,71.9
breastfeeding under 6,,,,,
months,,,,,
,2.9,,Continued breastfeeding,Percentage of children age 12-15 months who received,95.3
at 1 year,,,,breast milk during the previous day,
,2.10,,Continued breastfeeding,Percentage of children age 20-23 months who received,87.5
at 2 years,,,,breast milk during the previous day,
,2.11,,Median duration of breastfeeding,The age in months when 50 per cent of children age 0-35 months did not receive breast milk during the previous day,32.1
,2.12,,Age-appropriate,Percentage of children age 0-23 months appropriately fed during the previous day,66.5
breastfeeding,,,,,
Nutritional status,,,,,
,2.13,,"Introduction of solid, semi-solid or soft foods","Percentage of infants age 6-8 months who received solid, semi-solid or soft foods during the previous day",42.4
,2.18,,Bottle feeding,Percentage of children age 0-23 months who were fed with a bottle during the previous day,12.1
Salt iodization,,,,,
,2.19,,,Iodized salt consumption Percentage of households with salt testing 15 parts per,54.3
million or more of iodate,,,,,
Low-birthweight,,,,,
,2.20,,Low-birthweight infants,Percentage of most recent live births in the last 2 years,26
,,,,"weighing below 2,500 grams at birth",
,2.21,,Infants weighed at birth,Percentage of most recent live births in the last 2 years,35.9
,,,,who were weighed at birth,
Child health,,,,,
Tetanus toxoid,,,,,
Indicator Indicator,,,,,
,3.9,,Neonatal tetanus,Percentage of women age 15-49 years with a live birth in the last 2 years who were given at least two doses of tetanus toxoid vaccine within the appropriate interval prior to the most recent birth,80.8
protection,,,,,
Diarrhoea,,,,,
- Children with diarrhoea,,,,Percentage of children under age 5 with diarrhoea in the last 2 weeks,3.9
,3.12,,Diarrhoea treatment with oral rehydration therapy (ORT) and continued feeding,"Percentage of children under age 5 with diarrhoea in the last 2 weeks who received ORT (ORS packet, pre- packaged ORS fluid, recommended homemade fluid  or increased fluids) and continued feeding during the episode of diarrhoea",64.6
Acute Respiratory Infection (ARI) symptoms,,,,,
- Children with ARI,,,,Percentage of children under age 5 with ARI symptoms in the last 2 weeks,3.2
symptoms,,,,,
,3.13,,Care-seeking for children,Percentage of children under age 5 with ARI symptoms in the last 2 weeks for whom advice or treatment was sought from a health facility or provider,35.8
with ARI symptoms,,,,,
,3.14,,Antibiotic treatment for children with ARI symptoms,Percentage of children under age 5 with ARI symptoms in the last 2 weeks who received antibiotics,74.3
Solid fuel use,,,,,
,3.15,,Use of solid fuels for cooking,Percentage of household members in  households  that use solid fuels as the primary source of domestic energy to cook,88.2
Water and sanitation,,,,,
Indicator,,,,,
,4.1,MDG 7.8,Use of improved drinking,Percentage of household members using improved,97.9
,,,water sources,sources of drinking water,
,4.2,,Water treatment,Percentage of household members in households us- ing unimproved drinking water who use an appropriate treatment method,25.6
,4.3,MDG 7.9,Use of improved sanita-,Percentage of household members using improved,55.9
,,,tion,sanitation facilities which are not shared,
,4.4,,Safe disposal of child’s faeces,Percentage of children age 0-2 years whose last stools were disposed of safely,38.7
,4.5,,Place for handwashing,Percentage of households with a specific place for hand washing where water and soap or other cleans- ing agent are present,59.1
,4.6,,Availability of soap or other cleansing agent,Percentage of households with soap or other cleansing,94
,,,,agent,
,4.S1a,,Source water quality:,Percentage of households using source water contain- ing:,
,,,arsenic content,a) over 50 ppb Arsenic concentration,12.5
,4.S1b,,,b) over 10 ppb Arsenic concentration,25.5
,4.S2a,,Arsenic concentration of household drinking water,Percentage of household members using drinking,
,,,,water with:,
,,,,a) over 50 ppb Arsenic concentration,12.4
,4.S2b,,,b) over 10 ppb Arsenic concentration,24.8
,4.S3,,E.coli concentration in source water,Percentage of households with E.coli risk level in,41.7
,,,,source water ≥ 1 cfu/100ml,
,4.S4,,E.coli concentration in household drinking water,Percentage of household members with E. coli risk,61.7
,,,,level in household water ≥ 1 cfu/100ml,
Reproductive health,,,,,
Contraception and unmet need,,,,,
- Total fertility rate,,,,Total fertility rate for women age 15-49 years,2.3
,5.1,MDG 5.4,Adolescent birth rate,Age-specific fertility rate for women age 15-19 years,83
,5.2,,Early childbearing,Percentage of women age 20-24 years who had at least one live birth before age 18,24.4
,5.3,MDG 5.3,Contraceptive,Percentage of women age 15-49 years currently married or in union who are using (or whose partner is using) a (modern or traditional) contraceptive method,61.8
,,,prevalence rate,,
,5.4,MDG 5.6,Unmet need,Percentage of women age 15-49 years who are currently married or in union who are fecund and want to space their births or limit the number of children they have and who are not currently using contraception,13.9
Maternal and newborn health,,,,,
,5.5a,MDG 5.5,Antenatal care coverage,Percentage of women age 15-49 years with a live birth in the last 2 years who were attended during their last pregnancy that led to a live birth,58.7
,5.5b,MDG 5.5,,at least once by skilled health personnel,24.7
,,,,at least four times by any provider,
,,,,,
,,,,,
